type,name,usage_count,node_types,civitai_name,civitai_id,version,download_url,page_url,workflows
checkpoint,Zimage-aio\Z-Image-Anime-AIO-FP8_V1.safetensors,13,CheckpointLoaderSimple,Eldritch Ink Art for Z-Image,2597137,,https://civitai.com/api/download/models/2917439,https://civitai.com/models/2597137,For循环Zimage文图+seedvr2(1).json; For循环Zimage文图+seedvr2(1).json; For循环Zimage文图+seedvr2(1)_20260317_114852.json
checkpoint,sdpose_wholebody_fp16.safetensors,10,CheckpointLoaderSimple,Z-Image-ControlNet + SDPOSE + second-order Refiner,2195512,,https://civitai.com/api/download/models/2472063,https://civitai.com/models/2195512,1 (1)(1)_20260406_094458.json; 1超级王炸 【分段队列】【 自动拼接长视频】【人物丝滑换装】By_肥猴(1).json; bodyratiomapper_officail_sdpose(2).json
checkpoint,ltx-2.3-22b-dev.safetensors,8,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX+2.3+多帧生视频+电影级效果（支持音频传入）.json; LTX2.3局部重绘.json; ltx2.3数字人.json
checkpoint,ltx-2.3-22b-dev-fp8.safetensors,7,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX 2.3图生视频_文生视频工作流.json; LTX-2.3配音术升级版：输入台词就能生成短剧！FishAudio+S2+++LTX-2.3实战.json; LTX2.3南风阳平分镜.json
checkpoint,ltx-2-19b-dev-fp8.safetensors,4,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX-2+文生视频低显存版(1).json; ltx-video-and-audio-extend.json; LTX2.0文生视频.json
checkpoint,waiIllustriousSDXL_v160.safetensors,4,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,T2I image generator 3.0(1).json; T2I image generator 3.0(1).json; 图片(1).json
checkpoint,Qwen-Rapid-AIO-NSFW-v19.safetensors,3,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,aio动漫转真人 垃圾佬.json; 千问转真人 垃圾佬.json; 转真人(1).json
checkpoint,XL-写实\IL-perfectionRealisticILXL_33.safetensors,3,CheckpointLoaderSimple,ao_no_kanata_no_four_rhythm_characters_4in1_IL,2597947,,https://civitai.com/api/download/models/2918319,https://civitai.com/models/2597947,▶▶ZITB+F2K+NSW修复+高清(整合流)(1).json; ★NSW修复流-V2.json; 黑鹤001-NSW修复流-V2+(手涂遮罩版).json
checkpoint,10Eros_v1-fp8mixed_learned.safetensors,2,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,10Eros_10SNodes_TripleSample_Custom-Audio-Music-Video(1).json; 10Eros_10SNodes_TripleSample_I2V(1).json
checkpoint,ltx-2.3-22b-distilled-fp8.safetensors,2,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX-2.3-图-文-生视频(1).json; 首尾 OLLAMA 工作流 完美版.json
checkpoint,ltx2.3\ltx-2.3-22b-dev.safetensors,2,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX2.3-多帧视频(1).json; LTX2.3南风阳平分镜1.json
checkpoint,ltx-2.3-22b-dev-fp8mixed.safetensors,2,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,lTX2.3全能参考结合多关键帧.json; 【LTX2.3】四宫格生视频 (单采).json
checkpoint,sulphur_dev_fp8mixed.safetensors,2,CheckpointLoaderSimple,[Illustrious]マジアサルファ(天川薫子)[tenkawa kaoruko(magia sulphur)]-魔法少女にあこがれて(mahou shoujo ni akogarete),1039577,,https://civitai.com/api/download/models/1166216,https://civitai.com/models/1039577,ltx23_i2v_sulphur2.json; 【LTX2.3】i2v_sulphur(1).json
checkpoint,v19\Qwen-Rapid-AIO-SFW-v19.safetensors,2,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,QIEAIO镜头选择(1).json; QIEAIO镜头选择(2).json
checkpoint,v22\Qwen-Rapid-AIO-SFW-v22.safetensors,2,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen-Eidt 双图局部重绘(1).json; Qwen-Rapid-AIO_edit_2 (2).json
checkpoint,Qwen\Qwen-Rapid-AIO-SFW-v5.safetensors,2,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen2509融图.json; QwenRapidAIO合集by像素幻想(1).json
checkpoint,sdxl\PornMaster-Pro-SDXL-V7-VAE.safetensors,2,CheckpointLoaderSimple,PornMaster [Flux2 Klein 9b base] t2i Workflow,2382745,,https://civitai.com/api/download/models/2679442,https://civitai.com/models/2382745,SDXL基础文生图（主要面部修复）.json; SDXL基础文生图（主要面部修复）.json
checkpoint,ltx-2.3-20b-dev.safetensors,2,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,video_ltx2_3_i2v.json; video_ltx2_3_t2v.json
checkpoint,ZIMAGE\Full-Red-Z-image_15AIO_ bf16.safetensors,2,CheckpointLoaderSimple,Minato Yukina - Full Focus on My Fingertips (BanG Dream!),2599160,,https://civitai.com/api/download/models/2919677,https://civitai.com/models/2599160,Work-Fisher12.26一键动漫转真人（支持各种画风）(1).json; 【Work-Fisher】【12.26】一键动漫转真人（支持各种画风）(2).json
checkpoint,XL-写实\XL-epicrealismXL_vxviLastfameRealism.safetensors,2,CheckpointLoaderSimple,[illustrious XL] 7 in 1，《Tales of Phantasia》/《幻想传说》，Kousuke Fujishima/藤岛康介- Artist Style,2597053,,https://civitai.com/api/download/models/2917348,https://civitai.com/models/2597053,★NSW修复流-V2.json; ★NSW修复流-V3(1).json
checkpoint,ltx-2-3-22b-dev_transformer_only_fp8_input_scaled.safetensors,2,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,【LTX-2.3】首尾帧.json; 【LTX2.3】换脸.json
checkpoint,10Eros_v1_bf16.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,10Eros_10SNodes_TripleSample_I2V(2).json
checkpoint,10Eros_LTX2.3_fp8.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,10Eros_i2v(1).json
checkpoint,AIO\Qwen-Rapid-AIO-NSFW-v19.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,2511-姿势迁移（自用）(2).json
checkpoint,redzV15Bf16AIO.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,AI代码侠土豆-Red-Z-Image_AIO文生图.json
checkpoint,sdpose_wholebody_fp16人体姿态检测.safetensors,1,CheckpointLoaderSimple,Z-Image-ControlNet + SDPOSE + second-order Refiner,2195512,,https://civitai.com/api/download/models/2472063,https://civitai.com/models/2195512,Animate-Z视频人物替换（SD映射版（谢谢wuwukaka）.json
checkpoint,wan2.2-smooth.safetensors,1,CheckpointLoaderSimple,Wan 2.2 image to video,2572452,,https://civitai.com/api/download/models/2890303,https://civitai.com/models/2572452,code_20260331(1).json
checkpoint,DarkBeastZ-AIOBF16.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,DBZ_00100_(1).json
checkpoint,gonzalomoXLFluxPony_v60PhotoXLDMD.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,gonzaLomo_Z-Image_Refiner_v11.json
checkpoint,divingIllustriousReal_v70VAE.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,illustrious V1.json
checkpoint,ltx2\ltx-2.3-22b-dev.safetensors,1,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX-2_3 I2V ID-Lora Vs No ID-Lora 20260325(1).json
checkpoint,ltx2.3\ltx-2.3-22b-dev-fp8.safetensors,1,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,ltx2.3配音效.json
checkpoint,LTX2.3\ltx-2.3-22b-dev.safetensors,1,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,LTX_2.3_i2v_图生视频.json
checkpoint,Qwen--AIO-NSFW-v18.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen+Imge+Edit+2511+Native+Shift+Fix(1).json
checkpoint,QWEN\Qwen-Rapid-AIO-NSFW-v18.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,QWEN-2511-AIO合集.json
checkpoint,Qwen-Rapid-AIO-NSFW-v18.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,qwen-edit-2511-换脸(升级版).json
checkpoint,Qwen-Image-Edit-Remix-AIO-v2.0.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen-Eidt 双图局部重绘(3).json
checkpoint,v22\Qwen-Rapid-AIO-NSFW-v22.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen-Rapid-AIO_edit_2 (1)(1).json
checkpoint,v17\Qwen-Rapid-AIO-NSFW-v17.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,Qwen-Rapid-AIO_edit_2(1).json
checkpoint,Qwen-Rapid-AIO-NSFW-v23.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,QwenAIO姿态编辑(1).json
checkpoint,Qwen\Qwen-Rapid-AIO-NSFW-v14.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,QwenRapidAIO自动分镜（支持NSFW）(1)(2).json
checkpoint,turbovisionxlSuperFastXLBasedOnNew_tvxlV431Bakedvae.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,Ultimate Creative Workflow(2).json
checkpoint,waiNsfwIllustrious16.bhnI.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,WAI-NSFW-illustriousV16.json
checkpoint,IL-perfectionRealisticILXL_33.safetensors,1,CheckpointLoaderSimple,ao_no_kanata_no_four_rhythm_characters_4in1_IL,2597947,,https://civitai.com/api/download/models/2918319,https://civitai.com/models/2597947,Work-Fisher12.09RED-Z-IMAGE-AIO-大合集.json
checkpoint,Full-Red-Z-image_15AIO_ bf16.safetensors,1,CheckpointLoaderSimple,Minato Yukina - Full Focus on My Fingertips (BanG Dream!),2599160,,https://civitai.com/api/download/models/2919677,https://civitai.com/models/2599160,Work-Fisher12.09RED-Z-IMAGE-AIO-大合集.json
checkpoint,ZImage\Full-Red-Z-image_15AIO_ bf16.safetensors,1,CheckpointLoaderSimple,Minato Yukina - Full Focus on My Fingertips (BanG Dream!),2599160,,https://civitai.com/api/download/models/2919677,https://civitai.com/models/2599160,Work-Fisher12.09RED-Z-IMAGE-AIO-大合集.json
checkpoint,z_image_turbo_bf16.safetensors,1,BizyAir_CheckpointLoaderSimple,Eldritch Ink Art for Z-Image,2597137,,https://civitai.com/api/download/models/2917439,https://civitai.com/models/2597137,Zimg bizyair(1).json
checkpoint,oneObsession_v16Noobai.safetensors,1,CheckpointLoaderSimple,OneObsession HybridTheory  NoobAi+Illustrious,2558457,,https://civitai.com/api/download/models/2875148,https://civitai.com/models/2558457,[實驗性 娛樂]四模融合v1.0.json
checkpoint,oneObsession_17RED.safetensors,1,CheckpointLoaderSimple,OneObsession HybridTheory  NoobAi+Illustrious,2558457,,https://civitai.com/api/download/models/2875148,https://civitai.com/models/2558457,[實驗性 娛樂]四模融合v1.0.json
checkpoint,oneObsession_v20Bold.safetensors,1,CheckpointLoaderSimple,OneObsession HybridTheory  NoobAi+Illustrious,2558457,,https://civitai.com/api/download/models/2875148,https://civitai.com/models/2558457,[實驗性 娛樂]四模融合v1.0.json
checkpoint,oneObsession_v21Experiment.safetensors,1,CheckpointLoaderSimple,OneObsession HybridTheory  NoobAi+Illustrious,2558457,,https://civitai.com/api/download/models/2875148,https://civitai.com/models/2558457,[實驗性 娛樂]四模融合v1.0.json
checkpoint,waiIllustriousSDXL_v150.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,[實驗性 娛樂]四模融合v1.0.json
checkpoint,XL-写实\XL-lustifySDXL_oltFIXEDTEXTURES.safetensors,1,CheckpointLoaderSimple,[illustrious XL] 7 in 1，《Tales of Phantasia》/《幻想传说》，Kousuke Fujishima/藤岛康介- Artist Style,2597053,,https://civitai.com/api/download/models/2917348,https://civitai.com/models/2597053,★NSW修复流-V2.json
checkpoint,ltx-2.3-22b-distilled-1.1_transformer_only_mxfp8_block32.safetensors,1,CheckpointLoaderSimple,"LTX-2.3, simple workflow. T2V,  I2V, I2V external audio, FFLF",2593905,,https://civitai.com/api/download/models/2918575,https://civitai.com/models/2593905,【LTX2.3】V2V_Extend_Video.json
checkpoint,ZIMAGE\redcraft_zibDistilledDX3Lucis.safetensors,1,CheckpointLoaderSimple,RedCraft Exported LoRAs,964312,,https://civitai.com/api/download/models/1079646,https://civitai.com/models/964312,【涩涩】※一键动漫转真人(1).json
checkpoint,QWEN\Qwen-Rapid-AIO-NSFW-v23.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,【涩涩】※一键动漫转真人(1).json
checkpoint,Juggernaut-XL_v9_RunDiffusionPhoto_v2.safetensors,1,CheckpointLoaderSimple,Juggernaut Impasto Z LoRA,2185522,,https://civitai.com/api/download/models/2460825,https://civitai.com/models/2185522,分块高清放大修复-手动-Power Puter-20251204  .json
checkpoint,Qwen-Rapid-AIO-NSFW-v13.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,千问2509溶图-全自动处理图片(1).json
checkpoint,Qwen\Qwen-Rapid-AIO-NSFW-v18.safetensors,1,CheckpointLoaderSimple,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,千问2511-文生图-图片编辑12.30(1).json
checkpoint,cityedge2dtoonmix_v306.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,视频去频闪.json
checkpoint,1.5模型\麦橘_v7_国内模.safetensors,1,CheckpointLoaderSimple,[illustrious XL] Chocolate Shop /CHOCO/麦谷興一 ，KOS-MOS - Artist Style,2136610,,https://civitai.com/api/download/models/2416871,https://civitai.com/models/2136610,高清脱_V2.json
checkpoint,realvisxlV50_v50Bakedvae.safetensors,1,CheckpointLoaderSimple,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,👨🏻Qwen_edit plus 2509-换头_换脸-F2P-聚焦裁剪-手动遮罩版(1).json
clip,qwen_3_4b.safetensors,70,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,1-Aiden-Zimage增强细节-高清放大lora工作流 (1)(1).json; AI代码侠土豆 瑶光电商图专用_换产品_衣服(1).json; AI代码侠土豆-I2V数字人合集(1).json
clip,qwen_2.5_vl_7b_fp8_scaled.safetensors,66,CLIPLoader; ClipLoaderGGUF,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,(M-V1)任意图像转换成真实风格图像 .json; 2511+镜头选择-单个(1).json; AIGC特异点-人物角色多角度丨一张图出全角度丨一次16张视角(1).json
clip,qwen_3_8b_fp8mixed.safetensors,42,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,+人物一键三视图+Flux2+Klein（6G显存即可使用）(1).json; Flux.2 Klein Enhancer工作流(1).json; Flux2+Klein+人物替换+场景保持+工作流（6G显存可用）(1).json
clip,umt5_xxl_fp8_e4m3fn_scaled.safetensors,20,CLIPLoader,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,1 Wan2.2质量文生图+TTP高阶放大（全网ID ：楚门的AI世界）(1).json; Animate高质量动作迁移无限流（全自动五层）(1).json; InfiniteTalk官方节点For循环(test260122).json
clip,gemma_3_12B_it_fp8_e4m3fn.safetensors,16,CLIPLoader; DualCLIPLoader; DualCLIPLoaderGGUF,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,1(1).json; 10Eros_10SNodes_TripleSample_I2V(2).json; 10Eros_i2v(1).json
clip,Qwen\qwen_2.5_vl_7b_fp8_scaled.safetensors,15,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,08.FireRed-Image-Edit合集(1).json; 2511-合集版12.27(1).json; QWEN-2511-AIO合集.json
clip,umt5_xxl_fp16.safetensors,12,CLIPLoader,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,231-SVI-Pro-图生长视频512P.json; Qwen3-VL反推视频提示词(1).json; WAN2.2-RemixV2-I2V图生视频_首尾帧视频.json
clip,gemma_3_12B_it_fpmixed.safetensors,12,DualCLIPLoader,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX-2 - T2V Basic.json; LTX2-I2V(1).json; LTX2-IS2V(1).json
clip,gemma_3_12B_it_fp4_mixed.safetensors,12,DualCLIPLoader,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX-2.3-人物lora一键MV翻唱（后续不更新）.json; LTX-2.3三图首尾.json; LTX-2.3四宫格.json
clip,qwen_0.6b_ace15.safetensors,10,DualCLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,ACE-Step1.5XL_双采推荐_三采实验_工作流.json; ACE-Step1.5XL_双采推荐_三采实验_工作流.json; ACE-Step1.5XL_双采推荐_三采实验_工作流.json
clip,z\qwen_3_4b.safetensors,8,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,wdddd(1).json; wdddd(1).json; wdddd(2).json
clip,qwen_3_8b.safetensors,7,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,base+klein+seed（抽卡）.json; Flux2-Klein高清放大到8K-更强-嘟嘟.json; q0403 (33)(1).json
clip,clip_l.safetensors,7,DualCLIPLoader,Gwen Tennyson - Ben 10,2578828,,https://civitai.com/api/download/models/2897188,https://civitai.com/models/2578828,DyPE-Flux-Nunchaku-workflow.json; DyPE-Flux-workflow.json; nunchaku-flux.1-kontext-dev.json
clip,gemma-3-12b-it-Q4_K_S.gguf,5,DualCLIPLoaderGGUF,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,2.3去字8G可用.json; LTX2.3 (1).json; LTX2.3 (1).json
clip,Qwen\qwen_3_4b.safetensors,5,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,z+dype(2).json; Z-B-T.json; ZIB + ZIT涩涩双采+Klein高清.json
clip,wan2.2\nsfw_wan_umt5-xxl_fp8_scaled.safetensors,4,CLIPLoader,nsfw z-image Romantic Red Evening Elegance – Strapless Floral Ruffle Gown With Cross-Lace Heels,2581641,,https://civitai.com/api/download/models/2900350,https://civitai.com/models/2581641,1.Wan_2.2REMIX V2 NSFW 图生视频.json; 2.Wan2.2_REMIX V2 NSFW 首尾帧视频.json; 3.Wan2.2_REMIX V2 首-中-尾三帧视频.json
clip,gemma_3_12B_it_fp8_scaled.safetensors,4,DualCLIPLoader,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX2.3 文生视频(1).json; LTX2.3 文生视频-1.json; LTX2.3 文生视频-3 (1)(1).json
clip,ltx2\gemma_3_12B_it_fp8_scaled.safetensors,4,DualCLIPLoader,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX2.3局部重绘.json; ltx2_3_i2v(1).json; ltx2_3_i2v.json
clip,nsfw_wan_umt5-xxl_fp8_scaled.safetensors,4,CLIPLoader,nsfw z-image Romantic Red Evening Elegance – Strapless Floral Ruffle Gown With Cross-Lace Heels,2581641,,https://civitai.com/api/download/models/2900350,https://civitai.com/models/2581641,Wan2.2 Remix i2v 2.1 图生视频VBVR推理强化工作流-Qwen3 VQA版 (1).json; ▶WAN2.2-I2V-Enhanced+MMAudio.json; 动作迁移-视频延长(1).json
clip,Wan\umt5_xxl_fp16.safetensors,3,CLIPLoader,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,Jwx-DasiwaV9单图漫剧视频生成(1).json; Jwx-DasiwaV9双图首尾帧图生视频(1).json; 【Work-Fisher】【02.01】高动态音画视频口型一条龙-支持单图、首尾帧.json
clip,qwen_2.5_vl_7b.safetensors,3,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,QwenEdit2511+角色替换+保持手持、前景物品++超强一致性(1).json; 一键生成多视图(1).json; 人物姿势迁移++Qwen_image_edit_2511.json
clip,Qwen\qwen_2.5_vl_7b.safetensors,2,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,2511-姿势迁移（自用）(1).json; 2511-姿势迁移（自用）(2).json
clip,gemma-3-12b-it-Q5_K_S.gguf,2,DualCLIPLoaderGGUF,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX-2.3文图(1).json; LTX-2.3文图(4).json
clip,gemma_3_12B_it.safetensors,2,DualCLIPLoader,Gemma from Monster Hunter [IllustriousXL],2174929,,https://civitai.com/api/download/models/2449219,https://civitai.com/models/2174929,LTX2.3文生视频.json; LTX_2.3_i2v_图生视频.json
clip,WAN\nsfw_wan_umt5-xxl_bf16_fixed.safetensors,2,CLIPLoader,nsfw z-image Romantic Red Evening Elegance – Strapless Floral Ruffle Gown With Cross-Lace Heels,2581641,,https://civitai.com/api/download/models/2900350,https://civitai.com/models/2581641,Wan2.2_SVI_长视频生成_Nsfw (1).json; Wan2.2_SVI_长视频生成_Nsfw .json
clip,qwen3-8b-abliterated-q5_k_m.gguf,2,CLIPLoaderGGUF,Qwen3-TTS Voice Design,2494974,,https://civitai.com/api/download/models/2804686,https://civitai.com/models/2494974,▶flux-2-klein-单-多图编辑(1).json; ▶flux-2-klein-单-多图编辑(1)_20260406_094433.json
clip,Wan\umt5_xxl_fp8_e4m3fn_scaled.safetensors,2,CLIPLoader,Pony Diffusion V6 XL,257749,,https://civitai.com/api/download/models/290640,https://civitai.com/models/257749,▶Infinite Talk首尾帧数字人(1).json; ▶Infinite Talk首尾帧数字人(测试)(1).json
clip,Z-IMAGE\qwen_3_4b.safetensors,2,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,三采样-Aiden-zimageT+B+fluxklein采样.json; 三采样-Aiden-zimageT+B+fluxklein采样.json
clip,flux-2-klein\qwen_3_8b_fp8mixed.safetensors,2,CLIPLoader,"iGEN ONE (ZImage, Ernie, FLUX1/2, Qwen, HiDream, Nunchaku)",2572843,,https://civitai.com/api/download/models/2914452,https://civitai.com/models/2572843,动漫转真人合集.json; 模糊图片修复(1).json
